,creepsPerMinDeltas,goldPerMinDeltas,xpPerMinDeltas,csDiffPerMinDeltas,xpDiffPerMinDeltas
5548,7.2,408.4,483.3,0.2,79
5549,0.7,226.2,316,0,0
5550,5.4,333.6,385.2,0,0
5551,1.4,188.1,258.7,0,0
5552,8.8,297.5,481,0,0
5553,0.6,277.8,337.2,-0.1,-50.4
5554,6,242.9,386.8,0,0
5555,6.7,292.1,284.7,0,0
5556,0.3,226.3,260.4,0,0
5557,0.7,298.1,387.6,0.1,50.4
5558,7.8,279.6,336.1,0,0
5559,7.8,422.7,578.7,0,0
5560,7.1,258,434.6,0,0
5561,1.3,214.4,245.5,0,0
5562,7.7,371,484.5,0,0
5563,7.9,342.3,445.2,-0.5,-19.5
5564,7.1,297,299.5,0,0
5565,0.4,443.5,375.5,-0.3,-48.4
5566,7.2,247,338.5,0,0
5567,1.1,171.7,265.2,0,0
5568,8.4,262.6,464.7,0.5,19.5
5569,7.1,283.1,400.9,0,0
5570,0.7,300.3,423.9,0.3,48.4
5571,7.4,288.6,440.6,3.6,106.4
5572,6.2,388.4,433.3,1,38.8
5573,1.6,231.9,201.7,-1.95,-77.1
5574,0.4,327.6,397.9,-0.3,22.8
5575,3.5,187.7,270.7,-1.95,-77.1
5576,3.8,215.6,334.2,-3.6,-106.4
5577,0.6,224.2,281.9,1.95,77.1
5578,0.7,301.7,375.1,0.3,-22.8
5579,5.2,234.2,394.5,-1,-38.8
5580,8.4,325.4,344.7,1.95,77.1
5581,7,306.6,306.6,1.16,12.44
5582,7.1,273.5,413.1,1.16,12.44
5583,1.1,202.1,256.1,1.16,12.44
5584,9.1,420,513.8,1.16,12.44
5585,1,324.9,380.8,1.16,12.44
5586,8.4,332.2,506.8,-1.16,-12.44
5587,4.6,256.4,386.1,-1.16,-12.44
5588,1,227.7,279.1,-1.16,-12.44
5589,0.1,378.9,351.6,-1.16,-12.44
5590,5.4,242.5,284.6,-1.16,-12.44
5591,0.4,359.1,377,0.4,85.4
5592,5,286.2,355.2,0,0
5593,0.9,220.8,226.6,-0.1,-9.05
5594,6.3,316.6,300.2,-0.1,-9.05
5595,8.6,540.1,522.4,0,0
5596,1,248.1,222.7,0.1,9.05
5597,0,315.5,291.6,-0.4,-85.4
5598,8.1,331,444,0,0
5599,5,190.6,333.3,0,0
5600,6.4,342.3,322.2,0.1,9.05
5601,7.9,302.7,432.5,-1.2,-59.9
5602,7.7,256.3,341.1,-0.8,-19.15
5603,9.3,300.2,482.3,3.3,36
5604,1.5,164.2,217.2,-0.8,-19.15
5605,0.1,283.3,363.2,0,36.7
5606,9.1,292,492.4,1.2,59.9
5607,9.5,361,336.8,0.8,19.15
5608,6,261.7,446.3,-3.3,-36
5609,1.3,190.9,259.8,0.8,19.15
5610,0.1,258.8,326.5,0,-36.7
5611,0.1,304,385,-0.1,-17.6
5612,9.4,288.4,318.2,2.15,-1.4
5613,1.4,171.7,282.6,2.15,-1.4
5614,8,359.3,470.7,-0.9,-12.7
5615,5.4,213.2,385.9,-1.1,-48.8
5616,6.5,348.6,434.7,1.1,48.8
5617,0.2,314.3,402.6,0.1,17.6
5618,5.2,244.2,300.8,-2.15,1.4
5619,8.9,353.5,483.4,0.9,12.7
5620,1.3,206.7,302.8,-2.15,1.4
5621,1.1,291.3,322,1.2,118.28
5622,7,380.7,407.6,1.2,118.28
5623,7.2,398,350.3,1.2,118.28
5624,1.7,568.6,482.2,1.2,118.28
5625,7.1,343.8,393.4,1.2,118.28
5626,7,323.5,336.7,-1.2,-118.28
5627,1.5,221.3,240.6,-1.2,-118.28
5628,0,165.1,80.3,-1.2,-118.28
5629,4.5,240.8,334.1,-1.2,-118.28
5630,5.1,254.3,372.4,-1.2,-118.28
5631,6.9,296.4,422.4,-2,-39.1
5632,6.4,290.5,268.5,-1.25,-48.35
5633,1.6,200.1,247.8,-1.25,-48.35
5634,0.4,266.1,311.5,0.1,67.1
5635,9.1,318.3,485.4,1.4,24.1
5636,7.7,258.3,461.3,-1.4,-24.1
5637,0.3,213.2,244.4,-0.1,-67.1
5638,1.4,177.2,267.1,1.25,48.35
5639,8.9,289.8,461.5,2,39.1
5640,9.1,338.4,345.9,1.25,48.35
5641,4.4,222.2,329.5,-0.96,-147.78
5642,1.2,184.9,249.9,-0.96,-147.78
5643,7,310,277.4,-0.96,-147.78
5644,5.4,242.1,345.1,-0.96,-147.78
5645,1.5,245.5,333.4,-0.96,-147.78
5646,8,456.8,558.7,0.96,147.78
5647,1.2,316.3,263.6,0.96,147.78
5648,6.8,432.5,574.6,0.96,147.78
5649,1,394.1,473.8,0.96,147.78
5650,7.3,367.5,403.5,0.96,147.78
5651,1.1,290.1,328.2,0.8,76.95
5652,5.6,236.9,440.3,0,0
5653,7.4,310.6,407.2,0,0
5654,0.7,317.4,329.4,0.3,11.2
5655,7.7,405.7,358,0.8,76.95
5656,0.4,299.7,318.2,-0.3,-11.2
5657,1.6,184.2,256.1,-0.8,-76.95
5658,5.6,252.6,276.2,-0.8,-76.95
5659,8,330.3,513.9,0,0
5660,8.9,402.5,575.3,0,0
5661,7.6,464.8,546.4,3.1,193
5662,8.1,417,521.6,2.1,156.2
5663,5.9,262.2,303.8,0.25,-9.4
5664,1.4,241.7,241.8,0.25,-9.4
5665,0.3,319.2,331.6,0.1,-65.8
5666,4.5,216.7,353.4,-3.1,-193
5667,6,305.2,321.5,-0.25,9.4
5668,0.8,316.3,242.9,-0.25,9.4
5669,6,268.9,365.4,-2.1,-156.2
5670,0.2,355.9,397.4,-0.1,65.8
5671,7,288.3,308.3,-0.65,-6.95
5672,1,241.8,256.9,-0.65,-6.95
5673,8.6,321.9,480.9,2.7,28.3
5674,0.8,441.8,412.5,-0.9,-12.5
5675,8.2,317.9,423,1.2,-28.5
5676,5.9,334.6,452.6,-2.7,-28.3
5677,7.7,281.4,276.4,0.65,6.95
5678,1.6,229.1,302.7,0.65,6.95
5679,1.7,392.2,425,0.9,12.5
5680,7,261.4,451.5,-1.2,28.5
5681,7,309.8,438.5,-0.6,-74.8
5682,6.5,273.5,328.9,-0.15,-26
5683,4.5,204.4,356.2,-1.8,-59.1
5684,0.1,185.1,200.8,-0.15,-26
5685,0.5,347.5,404.4,-0.1,54.7
5686,5.6,372,312.2,0.15,26
5687,1.3,197.1,269.5,0.15,26
5688,7.6,351.7,513.3,0.6,74.8
5689,6.3,341.6,415.3,1.8,59.1
5690,0.6,378.7,349.7,0.1,-54.7
5691,6.2,308.8,296.3,-1.35,-23.3
5692,9.1,326.6,482.3,1.5,28.8
5693,1.3,208.5,249.7,-1.35,-23.3
5694,0.8,326.6,395.2,0.4,81.6
5695,6.1,262.4,438.4,-1.3,-15.7
5696,7.6,272.1,453.5,-1.5,-28.8
5697,0.4,278.5,313.6,-0.4,-81.6
5698,7.4,392,454.1,1.3,15.7
5699,1.9,204.9,269.1,1.35,23.3
5700,8.3,270.9,323.5,1.35,23.3
5701,7.9,422.7,536.7,0,0
5702,0,231,258.4,-0.4,-51.4
5703,5.1,223.1,468.6,0,0
5704,6.9,278,285.9,0,0
5705,1.6,287.3,314.8,0,0
5706,5.6,225.2,274.6,0,0
5707,1.1,158.9,223,0,0
5708,9.2,325.7,477,0,0
5709,8,307.5,443.5,0,0
5710,0.4,311.3,309.8,0.4,51.4
5711,7,381.2,440.4,0,0
5712,1.6,206.9,275.8,0,0
5713,0.5,376.1,368.8,0,0
5714,5.3,276.6,389.7,0,0
5715,9,355.5,356.8,0,0
5716,5.6,218.5,365.6,0,0
5717,1.7,298.7,353.7,0,0
5718,1.1,210.5,245.6,0,0
5719,7.2,327.2,420.6,0,0
5720,5.7,267.7,311.2,0,0
5721,5.3,257.8,330.2,0.3,-83.5
5722,0.7,361.1,372.8,-0.1,26.1
5723,7.8,328.2,385.9,0,0
5724,1.1,146.8,168.9,0,0
5725,4.8,231.5,362.9,0,0
5726,5.7,222.7,309.9,0,0
5727,0.8,286.8,346.7,0.1,-26.1
5728,6.9,344.7,373.4,0,0
5729,5,303.9,413.7,-0.3,83.5
5730,1.2,209.7,177.6,0,0
5731,7.3,388.3,388.6,-0.65,37.1
5732,0.2,228.6,275.4,-0.65,37.1
5733,1.5,320.5,421.1,0,0
5734,6.8,238.6,372,-0.7,-66.9
5735,8.4,392.2,482.7,0,0
5736,7.5,403.1,438.9,0.7,66.9
5737,0.5,292.7,295.8,0,0
5738,5.8,220.2,427.5,0,0
5739,7.7,347.7,338.9,0.65,-37.1
5740,1.1,214,250.9,0.65,-37.1
5741,1.3,160.5,216.2,1.05,-23.05
5742,8.4,327.9,328,1.05,-23.05
5743,6.6,383.9,476.8,2.2,134.5
5744,7.9,325.3,452.6,2.4,92.2
5745,0.6,322.1,372.4,-0.3,42.2
5746,0.9,322.1,330.2,0.3,-42.2
5747,6,257.3,302.8,-1.05,23.05
5748,5.5,259.3,360.4,-2.4,-92.2
5749,4.4,230.6,342.3,-2.2,-134.5
5750,1.6,206.1,287.5,-1.05,23.05
5751,5,220.3,378.6,-1.3,-47.1
5752,1.7,268.3,264.8,-0.45,45.6
5753,6.3,347.6,317.8,-0.45,45.6
5754,0.6,297.5,342,0,-22.3
5755,8.9,279,460.7,0.3,-29.7
5756,8.6,339,490.4,-0.3,29.7
5757,1.3,163.1,186.3,0.45,-45.6
5758,6.3,305.2,425.7,1.3,47.1
5759,7.6,268.9,305.1,0.45,-45.6
5760,0.6,342.8,364.3,0,22.3
5761,0.6,269.6,312.4,0.6,13.88
5762,1.6,166.8,234.5,0.6,13.88
5763,7.6,295.9,470.2,0.6,13.88
5764,7.4,276.9,300.8,0.6,13.88
5765,7,267.5,414.8,0.6,13.88
5766,1.3,165.8,252.1,-0.6,-13.88
5767,5.2,229.2,369.9,-0.6,-13.88
5768,6.6,324,434.8,-0.6,-13.88
5769,0.8,346.6,288.6,-0.6,-13.88
5770,7.3,330.7,317.9,-0.6,-13.88
5771,6.6,288.8,277.9,-0.65,20.15
5772,6.8,375.7,467.3,0,0
5773,0.8,253.3,316.3,-0.65,20.15
5774,0.8,407.2,391,-0.1,5.5
5775,7.9,267.9,454.9,0,0
5776,6.1,320.7,400.7,0,0
5777,0.9,456.1,385.5,0.1,-5.5
5778,6.8,241.7,422.7,0,0
5779,7.4,282,310.2,0.65,-20.15
5780,1.3,185.7,243.7,0.65,-20.15
5781,6,289.1,403,-0.3,0.1
5782,5.3,278.5,269.3,0,0
5783,1.1,213.3,187.3,0,0
5784,0.7,327.6,444.4,0.5,134.3
5785,8.8,309.8,444.8,0,0
5786,0.4,213.6,271.7,0,0
5787,10,403,379.9,0,0
5788,0.2,317.3,310.1,-0.5,-134.3
5789,6.3,230.4,402.9,0.3,-0.1
5790,8.8,340.1,502.2,0,0
5791,7.1,325.8,457.4,-0.2,-13.6
5792,1.7,227.1,274.9,1,61.35
5793,6.2,349.6,434.9,-1.1,42.4
5794,0.5,290.3,364.9,-1,-23.8
5795,8.8,330.6,356.9,1,61.35
5796,1.3,178.1,237.2,-1,-61.35
5797,1.5,331.3,388.7,1,23.8
5798,7.2,306.5,271.9,-1,-61.35
5799,7.3,306,392.5,1.1,-42.4
5800,7.3,296.8,471,0.2,13.6
5801,4.7,218.2,264.7,0,0
5802,7.9,325,478.9,3,63.2
5803,0.7,199.9,217.4,0,0
5804,6.3,261.7,419.2,0,0
5805,0.2,217,279.7,-0.5,-45.8
5806,8.1,401,422.7,0,0
5807,1.3,232.2,233.7,0,0
5808,6.1,274.8,405.6,0,0
5809,0.7,337.2,325.5,0.5,45.8
5810,4.9,229.6,415.7,-3,-63.2
5811,6.8,316.5,434.5,0,0
5812,0.4,404.4,404.8,-0.4,15.3
5813,7.8,401.4,478.4,0,0
5814,7.2,325.1,288.8,0.6,-7.95
5815,1.2,213.4,270.8,0.6,-7.95
5816,1.4,175.8,258.5,-0.6,7.95
5817,5.8,310.8,317,-0.6,7.95
5818,4.8,284.4,398.4,0,0
5819,7.9,522.8,450.7,0,0
5820,0.8,319.4,389.5,0.4,-15.3
5821,5.9,314.2,364.8,0,0
5822,0.7,327.9,346,0.7,58
5823,4.9,208.4,406.6,0,0
5824,9.8,358.9,389.1,0.55,-25.05
5825,1.4,173.9,249.7,0.55,-25.05
5826,6.3,303.3,396.9,0,0
5827,7.9,314.8,451.7,0,0
5828,0,298.5,288,-0.7,-58
5829,8.6,274.5,384.2,-0.55,25.05
5830,1.5,178.5,304.7,-0.55,25.05
5831,5.8,331.2,324.4,-0.6,-2.2
5832,5.6,245.3,416.5,0,0
5833,1.1,226.5,257.6,-0.6,-2.2
5834,8.9,317.9,513,0,0
5835,0.6,353.9,310.1,0.5,-98.2
5836,8.3,310.6,507.6,0,0
5837,1.3,224.1,265.9,0.6,2.2
5838,6.8,353.8,320.5,0.6,2.2
5839,7.9,352.4,501.8,0,0
5840,0.1,370.3,408.3,-0.5,98.2
5841,7.2,293.5,489.7,0.28,38.58
5842,7.3,290.6,387.7,0.28,38.58
5843,7.9,314.3,419.1,0.28,38.58
5844,0.1,301.3,305.2,0.28,38.58
5845,2.1,219.3,234.4,0.28,38.58
5846,5.5,233,357.9,-0.28,-38.58
5847,8.9,346,356.7,-0.28,-38.58
5848,6.5,260.8,421.1,-0.28,-38.58
5849,0.5,251.1,278.2,-0.28,-38.58
5850,1.8,202.7,229.3,-0.28,-38.58
5851,5.9,225,347.6,-0.72,-77.72
5852,1.2,156.3,228.7,-0.72,-77.72
5853,0.6,234.4,280.9,-0.72,-77.72
5854,6.6,289.3,404.1,-0.72,-77.72
5855,7.7,259.2,267.9,-0.72,-77.72
5856,9,431.5,467,0.72,77.72
5857,0.3,399.7,375.4,0.72,77.72
5858,6.1,322.3,432.7,0.72,77.72
5859,1.3,189.2,297.2,0.72,77.72
5860,8.9,381,345.5,0.72,77.72
5861,1.3,286.1,296.8,0.4,29.05
5862,8,345.6,341.7,0.4,29.05
5863,7.7,358.6,437.9,0.1,24.3
5864,5,207.5,406.8,0,0
5865,1.3,348.7,352.1,0,0
5866,7.6,326.2,413.6,-0.1,-24.3
5867,7.5,341.9,477.7,0,0
5868,0.1,267.7,311.7,0,0
5869,7.4,295.8,314,-0.4,-29.05
5870,1.1,181.8,266.4,-0.4,-29.05
5871,7.6,383.5,455.3,0,0
5872,7.3,334.9,303.9,-0.05,44.4
5873,1.4,194.7,317.5,-0.05,44.4
5874,6.8,283.8,459.7,-0.5,21.5
5875,0.2,218.1,234.4,0,0
5876,4.5,207.5,360,0,0
5877,0,317,365.6,0,0
5878,7.3,311.2,438.2,0.5,-21.5
5879,1,155.8,275.4,0.05,-44.4
5880,7.8,264.3,257.2,0.05,-44.4
5881,5,240.6,373.6,-0.26,-54.6
5882,5.4,262.3,253.2,-0.26,-54.6
5883,1.3,163,208.2,-0.26,-54.6
5884,1,335.2,337.2,-0.26,-54.6
5885,9.7,336.7,488.4,-0.26,-54.6
5886,5.4,275.1,419.7,0.26,54.6
5887,0.6,390.6,371.5,0.26,54.6
5888,9.2,481.7,384.9,0.26,54.6
5889,1.5,257.7,302.4,0.26,54.6
5890,7,278,455.1,0.26,54.6
5891,7.1,302.3,480.1,0,0
5892,9.2,305.2,530.1,0,0
5893,1.2,267,256.1,-4.1,-83.2
5894,0,338.5,382.3,-1.5,-26.6
5895,6.5,306.3,261.9,0,0
5896,5.3,231,409.1,0,0
5897,8.3,315,475.8,0,0
5898,5.3,444.7,339.3,4.1,83.2
5899,2.1,313.1,351.1,0,0
5900,1.5,444.7,408.9,1.5,26.6
5901,1.1,189.6,245.1,0,0
5902,7.1,315,369.7,0,0
5903,0.4,301.2,327.1,0.2,21.6
5904,6.8,288.1,398.5,0,0
5905,6.1,290.3,414,-2,-45
5906,0.6,199.2,258.9,0,0
5907,8.1,305.7,459,2,45
5908,0.2,268.5,305.5,-0.2,-21.6
5909,7.6,392.8,490,0,0
5910,5.5,229.9,294.8,0,0
5911,0.3,274.8,409.8,0,61.3
5912,1,175.7,246.7,-0.55,-24.25
5913,7.6,297.9,294.6,-0.55,-24.25
5914,7.7,370.4,456.1,-0.7,-17.8
5915,7.4,247.9,441.3,0.4,-62.1
5916,7,287.3,503.4,-0.4,62.1
5917,1.6,191.8,293.3,0.55,24.25
5918,8.4,382.3,473.9,0.7,17.8
5919,0.3,294.4,348.5,0,-61.3
5920,8.1,314.8,296.5,0.55,24.25
5921,0,0,0,0,0
5922,0,0,0,0,0
5923,0,0,0,0,0
5924,0,0,0,0,0
5925,0,0,0,0,0
5926,0,0,0,0,0
5927,0,0,0,0,0
5928,0,0,0,0,0
5929,0,0,0,0,0
5930,0,0,0,0,0
5931,8.5,311.1,470.9,-1.6,19
5932,0.1,292.4,348.9,0,34.1
5933,7,245.5,301.9,0,0
5934,1.7,147.8,239.8,0,0
5935,6.5,243,413.1,-1.6,19
5936,1.2,199.5,224.2,0,0
5937,9.5,314.4,355.2,1.6,-19
5938,8.7,360.3,490.8,1.6,-19
5939,0.1,238.9,314.8,0,-34.1
5940,6.5,266.7,444,0,0
5941,0.1,205.7,262.9,2.3,144.85
5942,5.4,283.3,454.5,-1.3,68
5943,7.8,340.4,314.8,2.3,144.85
5944,0.5,270.1,312.7,-0.5,-73.2
5945,7.6,392,450.6,1.7,74.5
5946,5.9,297,376.1,-1.7,-74.5
5947,6.7,258.2,386.5,1.3,-68
5948,1,321.4,385.9,0.5,73.2
5949,1.8,207.5,179.7,-2.3,-144.85
5950,1.5,151.6,108.3,-2.3,-144.85
5951,0.7,256.7,278.1,0.3,-104.7
5952,7.2,253,390.3,0,0
5953,7.3,257.5,287.4,0,0
5954,0.2,165.6,224.4,0,0
5955,5.6,287.9,433.9,0,0
5956,8.4,288.6,462.2,0,0
5957,0.4,362.9,382.8,-0.3,104.7
5958,7.2,304.7,314.9,0,0
5959,6.4,283.3,377.7,0,0
5960,1.5,221.4,272.8,0,0
5961,1.3,257.7,240.4,0,0
5962,6.7,319.5,291.9,0,0
5963,0.5,284.9,352,-0.3,21.9
5964,8.2,314.9,522.9,-0.4,60.8
5965,7.3,359.7,499.5,0,0
5966,7.3,280.5,322.4,0,0
5967,1.1,159.2,185.4,0,0
5968,6.4,225.6,355.9,0,0
5969,0.8,288.7,330.1,0.3,-21.9
5970,8.6,279.4,462.1,0.4,-60.8
5971,0.4,262.1,246.8,0,0
5972,5.6,208.8,338.6,0,0
5973,6.6,319.8,392.2,0,0
5974,1.7,258.5,365.1,1.1,31.9
5975,4.2,245.8,248.4,0,0
5976,7.8,405.7,557.9,0,0
5977,0.6,327.2,333.2,-1.1,-31.9
5978,6.3,318,503.5,0,0
5979,8,442,298.9,0,0
5980,0.4,343.2,302.9,0,0
5981,5,239.6,383.2,0.76,40.34
5982,0.5,270.6,331.4,0.76,40.34
5983,8.4,329.1,283.5,0.76,40.34
5984,6.1,443.3,523.1,0.76,40.34
5985,1.2,221.4,269.2,0.76,40.34
5986,5.9,314.5,419.1,-0.76,-40.34
5987,0.1,246.3,320.9,-0.76,-40.34
5988,5.6,293.4,366.6,-0.76,-40.34
5989,5.4,207.4,270.8,-0.76,-40.34
5990,0.4,157.7,211.3,-0.76,-40.34
5991,6,345.5,356.6,1.2,-21.4
5992,1.2,304.9,336.6,0.5,-12.2
5993,7.7,391.5,322.6,1,0.9
5994,1.9,238.6,281.8,1,0.9
5995,6.4,263.9,413.8,0.6,54.8
5996,0.2,171.3,254.2,-1,-0.9
5997,7.4,286.8,348.4,-1,-0.9
5998,4.8,335.2,378,-1.2,21.4
5999,0.7,307.4,348.8,-0.5,12.2
6000,5.8,228.4,359,-0.6,-54.8
6001,8.1,344,451.2,0.32,46.68
6002,7.3,340.6,325.9,0.32,46.68
6003,7.2,428.5,495.5,0.32,46.68
6004,0.3,248.6,297.7,0.32,46.68
6005,0.7,326.1,350.7,0.32,46.68
6006,5.6,324.7,369.8,-0.32,-46.68
6007,7.2,267.9,462.1,-0.32,-46.68
6008,0,269.3,270.8,-0.32,-46.68
6009,7.5,343.4,301.3,-0.32,-46.68
6010,1.7,201.2,283.6,-0.32,-46.68
6011,8.2,284.6,488.4,0.6,26.2
6012,6.8,240.3,267.1,-0.8,-47.2
6013,2.2,168.8,252.8,-0.8,-47.2
6014,0.4,286,369,-0.3,48.2
6015,6.4,332.7,387.5,-1.5,-20.8
6016,1.4,217,287.6,0.8,47.2
6017,9.2,382.5,326.7,0.8,47.2
6018,7.9,302.8,408.3,1.5,20.8
6019,7.6,321.7,462.2,-0.6,-26.2
6020,0.7,227.7,320.8,0.3,-48.2
6021,7,239.4,433.5,0,0
6022,5.9,288.8,254.1,0,0
6023,0.2,399,355.9,-0.6,-100.4
6024,0.8,192.6,227.4,0,0
6025,6.5,264.9,447,0,0
6026,6.1,231.1,391.1,0,0
6027,0.8,341.6,456.3,0.6,100.4
6028,1.2,259.2,249.1,0,0
6029,8.2,383.7,343.3,0,0
6030,8.4,327.5,484.6,0,0
6031,1.8,209.7,216.4,0,-25.65
6032,6.3,321.8,327.1,0,-25.65
6033,8,368.2,490.8,0,0
6034,6.5,249.1,433.9,0,0
6035,0.1,311.2,342.7,-0.7,-1.7
6036,6.7,309.9,426.5,0,0
6037,1.5,211.5,253.1,0,25.65
6038,6.6,269.5,341.7,0,25.65
6039,8.5,339.1,481.2,0,0
6040,0.8,333.3,344.4,0.7,1.7
6041,6.8,322.1,451.6,-1.2,-57.7
6042,1.3,363,399.9,1.1,46.4
6043,6.4,273,417.5,-1.2,-73.3
6044,8.6,340.5,337.8,1,54.6
6045,0.4,310.5,280.4,1,54.6
6046,6.1,266.3,294.5,-1,-54.6
6047,0.9,147,214.5,-1,-54.6
6048,8,333.1,509.3,1.2,57.7
6049,0.2,398.1,353.5,-1.1,-46.4
6050,7.6,311.2,490.8,1.2,73.3
6051,1.5,174.8,226.7,-0.56,-31.36
6052,0.9,373.1,362.6,-0.56,-31.36
6053,6,299.6,355.2,-0.56,-31.36
6054,6.8,252.2,336.4,-0.56,-31.36
6055,5.9,307.9,460.9,-0.56,-31.36
6056,7.8,351.2,456,0.56,31.36
6057,8.1,337.1,344.8,0.56,31.36
6058,1.3,223.2,257.2,0.56,31.36
6059,5.9,262,412,0.56,31.36
6060,0.8,441.7,428.6,0.56,31.36
6061,1.3,178.5,280.9,0.3,8.8
6062,0.3,298.7,288.9,-0.7,-90
6063,8.5,320.8,515.4,1.6,105
6064,8.6,305.6,305.7,0.3,8.8
6065,6.2,313,415.6,1.6,130.5
6066,1,364,378.9,0.7,90
6067,1,172.9,210.3,-0.3,-8.8
6068,8.3,276.7,358.7,-0.3,-8.8
6069,6.9,297.4,410.4,-1.6,-105
6070,4.6,247.8,285.1,-1.6,-130.5
6071,0.7,385.8,419.7,0.1,86.6
6072,6.9,279.4,453.1,0,0
6073,8.2,275,354.6,-0.3,5.35
6074,1.5,158.6,241,-0.3,5.35
6075,8.5,447.5,502.6,0,0
6076,7.5,277.8,457.1,0,0
6077,1.4,169.5,259.1,0.3,-5.35
6078,0.6,244.6,333.1,-0.1,-86.6
6079,8.9,296.2,325.8,0.3,-5.35
6080,5.1,196,320.9,0,0
6081,0.5,291,295.9,-0.7,-125.4
6082,7.4,241.9,377.9,0,0
6083,0.9,174.9,207.9,-5.2,-146.8
6084,6.3,239.2,389.6,0,0
6085,6.9,302.6,335.7,0,0
6086,1,213.7,203.4,0,0
6087,8.3,333.5,389.3,0,0
6088,6.4,317.6,463.1,0,0
6089,1.2,321.6,421.3,0.7,125.4
6090,6.1,257.1,354.7,5.2,146.8
6091,7.4,377.1,486.9,0,0
6092,0.8,180.8,280.4,0.5,11.9
6093,8,256.9,346.1,0.5,11.9
6094,0.1,329,404.1,0,-4
6095,6.7,370.1,450.2,0,0
6096,7.9,327.2,442.9,0,0
6097,5.7,264.1,416.7,0,0
6098,0.1,170.5,292.3,-0.5,-11.9
6099,0.1,329.9,408.1,0,4
6100,7.7,269.2,310.4,-0.5,-11.9
6101,6.8,591.9,512.6,0.8,111.4
6102,8.4,324.7,464.9,1.6,41.3
6103,1.5,293.1,359.4,0,40.1
6104,0.6,416.3,454.8,0.2,72.9
6105,8.3,311.1,338.3,0,40.1
6106,6.8,331.2,423.6,-1.6,-41.3
6107,0.4,337.1,381.9,-0.2,-72.9
6108,6,319.2,401.2,-0.8,-111.4
6109,8.3,319.3,328.3,0,-40.1
6110,1.5,185.5,289.2,0,-40.1
6111,5,211.5,431.1,-2.8,-33.9
6112,9.3,306.2,377,0,0
6113,8.1,331.1,495.2,0,0
6114,1.5,209.7,302.1,0,0
6115,0.4,302.4,323.1,0.2,-28.3
6116,1.3,150.8,260.4,0,0
6117,8.6,336,408.6,0,0
6118,0.2,267,351.4,-0.2,28.3
6119,7.8,323.1,465,2.8,33.9
6120,8.2,276.8,338.3,0,0
6121,1.4,174.4,221.2,0.8,21.2
6122,1.3,344.1,428.8,1,126
6123,6.3,280.1,410.1,0,0
6124,8.2,319.1,489.2,0,0
6125,8.6,321.3,352.6,0.8,21.2
6126,6.1,298.6,407.1,0,0
6127,0.3,264.1,302.8,-1,-126
6128,3.6,197.3,288.2,0,0
6129,7.1,311.4,310,-0.8,-21.2
6130,1.3,165.7,221.4,-0.8,-21.2
6131,7.1,313.3,432.4,2.1,64.6
6132,6.7,291.4,487.3,-0.7,68.2
6133,1.2,161.6,241.9,0.55,2.45
6134,0.6,271.6,348.2,-1,-129.7
6135,6.4,302.3,296.1,0.55,2.45
6136,5,300.5,367.8,-2.1,-64.6
6137,1.6,396.1,477.9,1,129.7
6138,7.4,290,419.1,0.7,-68.2
6139,6.3,351.7,301,-0.55,-2.45
6140,0.2,267.1,232.1,-0.55,-2.45
6141,0.8,301,286.2,0.6,11.14
6142,1.4,206.2,199.9,0.6,11.14
6143,6.9,331.8,397.2,0.6,11.14
6144,6.6,351.7,350.9,0.6,11.14
6145,7.3,417.7,473.3,0.6,11.14
6146,2.3,228.6,296,-0.6,-11.14
6147,5.2,426.5,272.2,-0.6,-11.14
6148,5.4,224.3,348.8,-0.6,-11.14
6149,0.1,292.3,280.9,-0.6,-11.14
6150,7,384.3,453.9,-0.6,-11.14
6151,5.4,279.1,405.4,0.44,74.28
6152,7.4,317,452.4,0.44,74.28
6153,1.9,315.4,297.5,0.44,74.28
6154,0.9,384.8,395,0.44,74.28
6155,7.8,486.6,394.9,0.44,74.28
6156,1.3,225.8,307.4,-0.44,-74.28
6157,7.6,289.6,416.3,-0.44,-74.28
6158,8.1,272.5,462.5,-0.44,-74.28
6159,3,244.6,168.6,-0.44,-74.28
6160,1.2,158.8,219,-0.44,-74.28
6161,8.4,435.4,563.5,0.32,17.96
6162,0.9,359.6,378.1,0.32,17.96
6163,0.3,174.3,231.9,0.32,17.96
6164,6.6,275.6,288.6,0.32,17.96
6165,7.2,264.5,445.7,0.32,17.96
6166,7,285.4,403.9,-0.32,-17.96
6167,0.6,283.5,275.8,-0.32,-17.96
6168,0.9,363.8,393.2,-0.32,-17.96
6169,6.2,216.8,409.1,-0.32,-17.96
6170,7.1,328,336,-0.32,-17.96
6171,7,373.9,461.8,0.4,43.9
6172,0.9,188.8,242.2,-0.4,-20.6
6173,8,268.9,355.2,-0.4,-20.6
6174,0.7,451.9,333.5,0,0
6175,5.4,313.5,384.1,0,0
6176,4.6,255.8,343.8,0,0
6177,6.6,252.6,417.9,-0.4,-43.9
6178,0.3,463.5,356.6,0,0
6179,8.7,267.8,410.2,0.4,20.6
6180,1,148.3,228.4,0.4,20.6
6181,4.9,223,391.4,-2.7,-56.3
6182,1.1,211,224.9,0.25,-43.45
6183,7.9,302.4,347.7,0.25,-43.45
6184,0.4,311.7,344.6,-0.1,-15.4
6185,4.8,260.2,377.8,-1.2,-86.2
6186,0.5,328.7,360,0.1,15.4
6187,6,317.8,464,1.2,86.2
6188,7.6,343,447.7,2.7,56.3
